Asset label,Serial Number,Tag Mac Address,Department,Type,Status
asset9106,6NJYJB1,96:FE:62:63:FE:E2,HR,Software,Out of Service
asset9107,B2YX0VT,8D:6A:49:A0:7C:F3,R&D,Software,In Use
asset9108,06FPP06,B0:13:5D:13:A5:CC,Finance,Software,In Use
asset9109,PM65UPC,E1:04:28:17:1E:B0,Marketing,Devices,Out of Service
asset9110,HI49T1A,F2:CB:EF:FB:92:5B,R&D,Furniture,Available
asset9111,1QHPW4Q,22:7A:11:22:04:B7,HR,Devices,Out of Service
asset9112,CN9OLYK,3B:9A:D8:54:4E:A3,HR,Furniture,Out of Service
asset9113,AMLI7JY,CF:D0:E2:58:78:E9,Marketing,Furniture,In Use
asset9114,A9R7RJY,55:C3:89:F1:D3:D2,Finance,Devices,In Use
asset9115,562O1CA,AD:0D:D7:A4:31:09,Marketing,Devices,Out of Service
asset9116,O7UZAVI,9A:D5:11:D3:E4:83,Sales,Furniture,In Use
asset9117,F7Q5RY1,53:46:B7:5A:E9:6C,Sales,Devices,Available
asset9118,0X5IP1T,E5:70:6F:3F:A1:66,Sales,Furniture,Available
asset9119,4DA0LZP,15:32:C6:58:5C:39,R&D,Furniture,In Use
asset9120,IV1W3WL,DD:9C:2F:78:D3:E4,Sales,Furniture,Out of Service
asset9121,NW6OYE7,10:65:73:AB:12:AA,R&D,Furniture,Available
asset9122,HSP8PW2,99:0E:45:88:45:24,HR,Furniture,Out of Service
asset9123,LX4XW7A,3F:D7:B8:13:64:13,Sales,Devices,Out of Service
asset9124,A3DQ1M0,8C:F4:16:B0:62:A5,Finance,Devices,In Use
asset9125,DFG603A,05:D2:11:6F:54:F3,Marketing,Furniture,Available
asset9126,1XLMYFM,F5:7D:2C:11:A9:57,R&D,Furniture,In Use
asset9127,6N806AN,81:F3:F4:89:9B:F5,R&D,Software,In Use
asset9128,QZBWUD1,01:01:E6:07:73:88,Sales,Devices,In Use
asset9129,EK58W6Z,E9:49:7B:F0:7C:FE,Sales,Devices,Available
asset9130,8JRRSZS,52:5F:28:DA:6D:74,HR,Furniture,Available
asset9131,UZ4O4O7,5D:7B:14:9B:34:04,Marketing,Devices,Out of Service
asset9132,H23ZO5O,10:5E:CD:BB:5A:45,Marketing,Devices,Available
asset9133,JF9ENZR,0D:C4:A2:0D:0E:58,Finance,Devices,Out of Service
asset9134,UM0EDWK,73:3E:FF:17:14:51,R&D,Devices,Out of Service
asset9135,4S2P2KF,FA:BB:E4:AD:E8:47,HR,Software,In Use
asset9136,DOZTKSV,6B:C8:9C:F6:73:BC,HR,Furniture,In Use
asset9137,DAUE691,A7:84:26:96:B8:E0,Sales,Devices,Out of Service
asset9138,TSFRLGK,4E:84:1D:F1:E0:98,Sales,Software,Out of Service
asset9139,IQK6ENV,76:E0:6C:4D:11:FE,R&D,Furniture,In Use
asset9140,1JIRUS5,74:F3:74:79:2D:7D,R&D,Software,In Use
asset9141,RM21LR7,1A:E9:DF:99:58:A5,Marketing,Devices,In Use
asset9142,R5TZGX8,E3:74:F2:88:D3:5B,Marketing,Software,Available
asset9143,Q7J5UCP,10:3E:9D:E4:B0:D9,Marketing,Software,In Use
asset9144,AJMKYJL,CE:2B:23:9F:3A:3E,R&D,Software,In Use
asset9145,MHHOM3T,44:7C:F1:CB:8F:73,Finance,Furniture,Available
asset9146,35O67G3,02:F9:0B:E5:78:94,Sales,Furniture,Available
asset9147,8GYUM07,AB:B4:93:C3:74:8F,Finance,Furniture,Out of Service
asset9148,K6XET0M,CE:5D:91:3F:CA:3F,R&D,Software,Available
asset9149,V4N54W7,04:72:45:D3:F8:E1,R&D,Furniture,Available
asset9150,10ELNB1,34:DF:14:BA:12:C8,HR,Software,In Use
asset9151,TPIJ4I0,C7:5C:17:3D:C5:43,HR,Devices,Available
asset9152,TAY7EVP,E5:B4:9E:3D:B5:AB,R&D,Software,Out of Service
asset9153,QG2X5EP,27:F9:B4:5D:76:6F,Marketing,Software,Out of Service
asset9154,B9042HO,F5:69:27:06:7F:51,R&D,Software,Out of Service
asset9155,8S298CI,3A:5E:C5:51:7C:B5,Finance,Devices,Available
asset9156,GIJWU5R,51:BB:68:5D:FE:FD,Sales,Furniture,Available
asset9157,A59X8T9,0C:2F:58:56:FB:B0,R&D,Devices,In Use
asset9158,RJ6VP8C,DC:9C:6F:0C:51:DA,R&D,Devices,Available
asset9159,VLZQXO2,C6:31:0C:A0:78:D0,HR,Software,In Use
asset9160,T03H9ZG,5A:10:BE:1A:8D:68,Finance,Furniture,Available
asset9161,72UDMZE,13:53:4B:3F:0C:41,HR,Furniture,Out of Service
asset9162,O8MCMGM,60:D0:A9:D7:9D:EB,Sales,Devices,In Use
asset9163,52L7LQC,50:9B:B0:2F:68:12,R&D,Furniture,Available
asset9164,E8NBUXU,37:F1:30:2D:4C:43,Finance,Software,In Use
asset9165,1EWL1C8,C9:FC:BC:F1:8F:6E,HR,Devices,Out of Service
asset9166,6OWL2C4,74:0D:4B:02:8F:03,Sales,Devices,Out of Service
asset9167,18KW2MC,B9:90:F9:41:88:B5,Marketing,Furniture,Available
asset9168,T7TNZG9,54:D7:E0:D0:9D:85,Sales,Furniture,Out of Service
asset9169,GTIEZDP,BD:AB:7A:5F:47:23,R&D,Devices,In Use
asset9170,VP6F3LY,B2:AF:CA:41:9D:56,Sales,Software,Available
asset9171,KX6M6W6,7E:DF:60:96:9E:42,Marketing,Software,In Use
asset9172,G3FAVUC,A5:88:F0:57:F9:8D,Marketing,Furniture,In Use
asset9173,GSKXAVN,36:63:B0:48:1C:C9,R&D,Software,In Use
asset9174,GT4PQS6,39:E3:B9:C5:BE:5B,R&D,Furniture,In Use
asset9175,WUCEWVR,BA:08:F0:75:83:8B,Marketing,Furniture,Available
asset9176,5M7NBG7,44:DF:FD:31:1D:AA,R&D,Software,Available
asset9177,EXE99Z7,F0:90:9D:4D:7F:F9,Finance,Software,Out of Service
asset9178,0CXO5Z5,E3:39:AC:BB:CF:BE,R&D,Software,Available
asset9179,UEDWPYH,6A:22:4C:AD:EB:60,R&D,Software,Available
asset9180,3HARW46,0A:25:CE:6E:28:92,R&D,Devices,In Use
asset9181,HYUWV1B,B1:90:62:50:AA:3D,Sales,Devices,Available
asset9182,MJYEIW2,1F:77:4D:CE:16:1E,HR,Software,In Use
asset9183,NTFVDK4,86:AA:BA:52:C5:3F,Sales,Furniture,Out of Service
asset9184,GXH8D2R,26:D2:96:AF:1F:64,Finance,Software,Out of Service
asset9185,O8YHKFL,C8:4F:83:09:E5:66,R&D,Devices,Available
asset9186,B25A84Q,57:AA:89:2A:A3:D1,Finance,Software,Available
asset9187,J79RKP3,A7:36:EF:7C:0E:71,Finance,Furniture,In Use
asset9188,E7IM55D,AC:EA:DC:2A:93:CD,Finance,Software,Out of Service
asset9189,S8P8LR4,93:C2:44:E2:72:2D,HR,Furniture,Available
asset9190,N4GBOC1,F6:97:D7:69:4A:3A,Finance,Software,Available
asset9191,RRHCZRU,F1:02:B6:E5:78:A5,HR,Software,In Use
asset9192,OUPZX64,74:6C:33:70:48:79,Finance,Furniture,Available
asset9193,KXEQ8MI,CD:53:8A:A2:58:83,HR,Software,In Use
asset9194,68WVYJP,20:41:D9:50:CA:50,Finance,Devices,In Use
asset9195,2IJ9Z7Y,7D:29:84:77:01:FF,Sales,Software,Out of Service
asset9196,MNKOM01,24:DD:81:1A:EB:E1,Finance,Devices,Out of Service
asset9197,GRSAOV9,8C:65:A1:CC:EE:38,HR,Devices,Available
asset9198,DUVJ7J1,E7:F5:27:ED:75:DE,R&D,Furniture,Out of Service
asset9199,M5TDKB9,28:09:A1:07:51:F0,Finance,Furniture,Available
asset9200,FQIQRC7,A5:80:49:B8:E4:A6,HR,Furniture,Out of Service
asset9201,09AKMDV,D6:66:DA:E8:22:02,Finance,Devices,Available
asset9202,FQ34WNC,7C:B2:C6:8C:4B:81,Marketing,Furniture,In Use
asset9203,14EXWBT,38:2D:EC:65:51:9E,HR,Devices,Available
asset9204,R4WU4RI,FC:70:38:C5:95:E5,Finance,Software,In Use
asset9205,I911UAC,C5:CB:D2:DB:D0:72,Sales,Devices,Out of Service
asset9206,TCWS3DC,81:D9:1B:03:66:B7,Finance,Devices,Out of Service
asset9207,XWTVTBG,82:5F:A0:0B:A4:6E,Sales,Software,Available
asset9208,UORHLES,68:50:6A:53:3E:8C,Finance,Furniture,In Use
asset9209,3QTGFYE,6B:B7:FF:1F:D4:9C,R&D,Furniture,Out of Service
asset9210,SKICNL4,D0:02:F6:A0:5D:75,Sales,Devices,Available
asset9211,8TADDWF,1A:5A:D2:97:C8:66,HR,Software,Available
asset9212,HRC4DD4,85:82:81:C3:8C:61,Marketing,Devices,In Use
asset9213,GKR294I,75:7B:14:E8:6D:85,HR,Furniture,Available
asset9214,MVHU36N,BE:14:A3:70:B9:28,R&D,Devices,Out of Service
asset9215,A3BJRI7,B4:91:ED:47:4B:28,R&D,Devices,Available
asset9216,APVL9YQ,BF:61:FE:27:C1:35,HR,Devices,Out of Service
asset9217,YBP903B,82:2F:A1:3B:7E:AA,R&D,Software,In Use
asset9218,3ZVWIXM,A7:5C:A5:45:EE:8A,Marketing,Devices,Out of Service
asset9219,4Z1IPF0,45:E9:79:57:E7:16,HR,Furniture,Out of Service
asset9220,G5WIV0L,33:17:8D:8E:FA:2D,Finance,Devices,Out of Service
asset9221,4GG8F3Y,20:7B:FD:2A:D2:F4,Marketing,Software,Out of Service
asset9222,TCL4DEV,F5:6B:1D:37:F7:13,HR,Software,Available
asset9223,YJGOKV0,98:A1:92:F0:98:7B,HR,Devices,Out of Service
asset9224,C8G6YLP,51:B1:56:BE:1D:FB,Marketing,Furniture,In Use
asset9225,HZRE9SN,41:4F:D6:4A:F0:7C,Finance,Furniture,Out of Service
asset9226,8O4XC6G,74:7A:08:3C:1B:F7,R&D,Furniture,Available
asset9227,IB7IS1U,ED:DF:EF:75:F4:33,HR,Software,Available
asset9228,9Y8TUK1,D1:B9:1C:BE:ED:B4,Finance,Software,Out of Service
asset9229,SXJFNTC,2F:5E:10:5E:85:D0,Sales,Furniture,Out of Service
asset9230,JYZ9249,61:65:47:69:23:E5,Sales,Software,Available
asset9231,ZN62FOB,EB:09:7E:51:EB:F2,Finance,Software,Out of Service
asset9232,1AFRGV5,E6:1C:30:BD:89:25,HR,Devices,In Use
asset9233,53QOGOH,00:F9:7E:7C:27:39,Marketing,Furniture,In Use
asset9234,Z57LRJH,DC:27:A4:3F:86:2F,Marketing,Devices,Out of Service
asset9235,MTVCU5D,79:F1:CE:30:C2:EB,HR,Devices,Out of Service
asset9236,BGF66QV,BC:81:0D:41:84:CD,Marketing,Software,In Use
asset9237,TYV3H9M,DA:1F:DA:6B:0A:00,HR,Software,Available
asset9238,TQQCTRD,DC:14:1B:A6:31:8E,R&D,Devices,In Use
asset9239,XI5Z2GZ,6F:3C:AE:74:CC:99,Marketing,Furniture,Out of Service
asset9240,E517MM4,0E:6B:93:FF:E3:2D,Sales,Furniture,Out of Service
asset9241,BQ659FM,07:ED:CE:B8:42:F5,Marketing,Devices,Available
asset9242,3BJ78E9,F4:B4:C3:20:FE:7E,Sales,Software,Available
asset9243,UNK86QK,26:25:81:28:4F:64,Sales,Software,Out of Service
asset9244,CEVLRDG,DA:1A:98:A3:2F:CC,HR,Furniture,Out of Service
asset9245,LBF4S77,57:DC:F1:55:D7:9F,HR,Devices,Out of Service
asset9246,33J6G79,3F:30:83:10:8A:F1,Finance,Furniture,Out of Service
asset9247,HUDNGOD,BA:1C:1F:59:A2:A9,R&D,Furniture,In Use
asset9248,AE7YR1G,DC:9E:40:EA:88:7A,R&D,Software,Available
asset9249,3IMQHIK,19:26:7E:E6:79:D1,Marketing,Furniture,In Use
asset9250,6UOKQTK,39:D7:24:B5:72:08,HR,Software,In Use
asset9251,WTF2G78,2E:B8:35:04:5A:A0,HR,Devices,Out of Service
asset9252,THCF9QD,B8:25:A5:0C:E2:52,HR,Furniture,In Use
asset9253,T4RIXG0,91:5F:6F:61:3C:0B,Finance,Software,Out of Service
asset9254,P49FICY,02:22:9C:ED:04:16,Finance,Devices,Out of Service
asset9255,AT5T8MT,5E:95:4C:DC:AA:D0,Sales,Furniture,Out of Service
asset9256,0238DLG,01:1D:A5:19:9A:41,R&D,Software,Available
asset9257,D8MEDIW,38:85:C2:21:1B:5C,HR,Software,Available
asset9258,UP44D8W,43:65:C3:14:B1:30,Finance,Furniture,In Use
asset9259,ORP5IM9,BA:5B:6C:AC:E4:C7,HR,Devices,Out of Service
asset9260,CWRQ0NN,B6:3F:59:46:B5:76,Sales,Software,Available
asset9261,446SOBJ,4B:2A:AB:46:AA:3C,HR,Furniture,In Use
asset9262,4JHRJ3C,26:33:AB:DE:32:58,Sales,Devices,In Use
asset9263,D6ZT2JL,A5:A4:39:52:CE:5E,Marketing,Software,Available
asset9264,XOTLF0A,39:33:4A:CF:13:C6,HR,Furniture,Available
asset9265,11YQ01Y,94:1E:C7:C3:53:F0,Marketing,Furniture,Out of Service
asset9266,4JX928G,89:2E:0E:E7:43:A0,Finance,Devices,In Use
asset9267,5LO3GQ7,7B:AC:52:F9:6F:3D,HR,Software,Out of Service
asset9268,OCQ3QA0,64:D5:5E:7E:5F:32,Marketing,Furniture,In Use
asset9269,SQIL23K,A5:D0:AF:62:D1:19,R&D,Software,Out of Service
asset9270,1TOGKC9,7E:D0:0A:0C:1D:3E,Finance,Devices,Out of Service
asset9271,F72RIPM,43:08:B6:03:B3:A5,R&D,Furniture,In Use
asset9272,87QX0ZP,6A:D4:AF:E4:26:C0,Marketing,Furniture,In Use
asset9273,N2GJE3K,E3:20:30:D6:CB:D5,Sales,Furniture,Out of Service
asset9274,RT14QGI,88:7E:EF:05:84:BB,Sales,Devices,In Use
asset9275,2PLM6JF,58:A6:3A:42:F6:1A,Finance,Furniture,Out of Service
asset9276,YKRTDEV,40:0F:01:A6:6B:FF,Marketing,Software,In Use
asset9277,1FPACLE,03:F9:97:19:11:6A,Marketing,Furniture,In Use
asset9278,Z5Q9F5Y,D5:01:AF:1A:23:63,Marketing,Furniture,Available
asset9279,PIQ32P2,B0:F0:AC:95:EF:4E,Sales,Furniture,Out of Service
asset9280,JIKO5YI,28:22:40:DC:6D:15,Marketing,Devices,Available
asset9281,LZVU4BU,E1:F2:52:E2:D4:98,R&D,Software,Available
asset9282,0MJGWMD,2C:08:8C:83:B1:AB,R&D,Devices,In Use
asset9283,5AUFAD7,43:17:2F:A3:F3:79,R&D,Furniture,In Use
asset9284,1A0E5GT,1E:9E:33:5A:9B:83,Finance,Software,Out of Service
asset9285,HOL8OXJ,9C:97:CF:F5:2B:E8,HR,Furniture,In Use
asset9286,OM8LXLL,8E:13:FA:F7:17:58,Sales,Devices,Out of Service
asset9287,23TX65R,79:D1:08:CC:68:26,HR,Devices,In Use
asset9288,36RQGQ9,33:99:F5:4A:F9:0A,R&D,Software,Out of Service
asset9289,1OW0CRI,83:1A:C3:A7:AA:D8,Finance,Software,Available
asset9290,67PDSOH,BD:E1:F3:C6:DB:33,Sales,Software,Available
asset9291,V6DIRIB,7E:98:EB:A1:AE:1F,Sales,Devices,Available
asset9292,1S2XX8H,AF:13:D2:28:CD:0A,Finance,Software,Out of Service
asset9293,R0QQHBN,E2:6F:D3:96:2E:C9,Marketing,Furniture,In Use
asset9294,LIT7BRN,81:4C:21:9F:58:7D,HR,Furniture,In Use
asset9295,MJIP2AK,EC:38:24:84:39:6F,Sales,Software,In Use
asset9296,SK0KC1Y,72:0F:98:08:3D:DA,R&D,Furniture,Available
asset9297,GQ3QQYF,66:99:DB:21:CF:B2,Finance,Software,Out of Service
asset9298,L16AVA5,A4:A3:09:A2:3C:F8,Sales,Devices,Available
asset9299,CIVBRRV,08:6B:7F:91:A0:68,Finance,Software,Out of Service
asset9300,AFC9MU7,85:01:BC:AF:D2:C7,HR,Devices,Out of Service
asset9301,M6669RT,6C:82:97:47:0A:60,Sales,Devices,Out of Service
asset9302,DRPFTTK,C1:28:DF:5A:50:48,Finance,Software,Available
asset9303,GYG0JEX,F8:3D:DF:E6:79:7F,Sales,Devices,Available
asset9304,OTSPTBN,74:61:C4:5E:16:F5,Finance,Furniture,In Use
asset9305,6YMKGZH,AF:E5:7E:E2:7D:A1,Sales,Furniture,In Use
asset9306,D689K0H,F0:83:76:A4:18:3B,R&D,Devices,Out of Service
asset9307,Z7UT9GY,0A:90:85:5E:EE:0D,R&D,Software,Available
asset9308,9RVMMX5,3F:32:6D:04:1C:AC,Marketing,Furniture,In Use
asset9309,RWEQC96,75:02:8D:8A:92:30,Finance,Software,Available
asset9310,3FLZMPX,6B:B1:F9:56:88:C8,Marketing,Furniture,In Use
asset9311,KM7JJS1,CF:31:F8:56:71:75,R&D,Furniture,Available
asset9312,4NTV63T,04:A5:FA:2A:17:56,Sales,Furniture,Available
asset9313,IC5O05G,1E:E6:F4:CF:5A:DF,Marketing,Furniture,Out of Service
asset9314,A4TRKXK,A7:53:D6:B2:59:61,Marketing,Devices,In Use
asset9315,ZIXVITC,E9:49:80:DB:62:FE,Sales,Software,In Use
asset9316,VOUTSP0,2E:C0:6A:70:2F:16,Sales,Software,Out of Service
asset9317,5ECCK2A,28:4F:66:45:A2:5F,Finance,Furniture,In Use
asset9318,TIDMESH,FC:E6:25:06:55:15,Finance,Software,In Use
asset9319,TFR17UO,B9:2F:D3:6D:DF:FC,HR,Furniture,Out of Service
asset9320,QU24RYI,BD:DA:D3:C1:A1:6B,Sales,Software,In Use
asset9321,E5NA5G4,56:FA:4D:0D:89:3D,Marketing,Furniture,Out of Service
asset9322,RAOA9MV,D9:71:F5:17:9B:E5,Marketing,Devices,Out of Service
asset9323,5UVHC3U,C6:06:A4:6F:BC:96,Sales,Furniture,Out of Service
asset9324,QVXTN29,49:D6:BC:B6:FB:F6,Marketing,Devices,Available
asset9325,COGV57G,35:7F:70:85:CD:84,Marketing,Software,Available
asset9326,WZEOOHW,11:F4:6B:AF:34:E6,Sales,Devices,Available
asset9327,R4DRBF6,18:DA:C5:5E:5B:0B,HR,Software,Out of Service
asset9328,ORHYCTY,20:40:79:31:95:74,Finance,Devices,Available
asset9329,C7MLRG2,A1:87:F2:E5:11:F2,Sales,Software,Out of Service
asset9330,6KPCZMI,52:D0:95:B2:7D:38,Marketing,Furniture,In Use
asset9331,JN1MRIP,A9:4F:29:06:D7:87,Finance,Software,Available
asset9332,STM19Z7,2F:D5:11:A7:06:51,R&D,Furniture,Out of Service
asset9333,PR0E4XH,30:FB:09:9F:F0:57,Sales,Furniture,Available
asset9334,TDSV37O,AC:A7:E8:B6:1A:EA,Sales,Software,In Use
asset9335,VGN6E6K,08:4E:E7:90:73:6B,R&D,Devices,In Use
asset9336,Y1FTTME,76:36:BE:47:0C:3F,R&D,Software,Out of Service
asset9337,PVQFV7B,43:96:5D:FC:CC:F5,Marketing,Furniture,Available
asset9338,V7H4MB0,72:AD:BB:EB:2D:41,HR,Software,In Use
asset9339,TE8D4DS,B2:AD:8D:D1:9C:7D,Finance,Furniture,Out of Service
asset9340,GBNX4EA,01:7B:53:04:BE:5F,Marketing,Furniture,Available
asset9341,GRSNJBA,14:08:6C:12:8E:08,Finance,Software,Available
asset9342,73VYO0D,68:1C:9E:7E:54:FA,HR,Devices,Out of Service
asset9343,FDKGFI7,80:9F:88:78:07:F4,HR,Furniture,Available
asset9344,A84PK3A,27:ED:5C:2E:65:C9,Sales,Devices,In Use
asset9345,9P5FOY5,9F:5E:17:D9:BA:F6,Sales,Furniture,In Use
asset9346,RK10X99,8F:B7:4C:15:95:66,Marketing,Furniture,In Use
asset9347,K0R0T3L,BF:6F:16:59:2E:D1,Sales,Devices,Out of Service
asset9348,KT095AE,49:57:BF:43:37:AD,Marketing,Software,Available
asset9349,WGPKTIY,7C:B7:4B:91:E4:A1,Marketing,Devices,Available
asset9350,PAXEWQT,ED:AD:4A:5C:96:97,HR,Furniture,Out of Service
asset9351,KW4P8J8,DA:A8:DF:32:CF:B4,HR,Software,Out of Service
asset9352,WPQLF5Y,A8:FB:41:50:66:02,R&D,Software,Out of Service
asset9353,8JGIBRV,F1:0E:68:77:A6:67,R&D,Furniture,In Use
asset9354,JRL64JI,CF:D3:39:0A:1F:3B,Finance,Software,In Use
asset9355,W7S5ZLA,A1:81:40:A6:63:CF,Finance,Devices,In Use
asset9356,OA6GTGE,8E:DC:95:13:15:D7,HR,Software,Available
asset9357,0D9HEG0,2D:5C:22:E4:3A:24,Finance,Software,Out of Service
asset9358,C3MF1UU,AF:AC:B2:EE:9D:C0,Finance,Software,Available
asset9359,O5D1IV5,16:79:9E:0F:CB:03,Marketing,Software,Available
asset9360,6CRA7DB,DA:CB:57:3B:AA:66,Finance,Furniture,In Use
asset9361,983VTS3,A3:76:A3:6F:8F:DD,HR,Furniture,Out of Service
asset9362,3C62CEM,2F:38:54:92:72:9C,Marketing,Furniture,Available
asset9363,10AQ961,65:5A:E3:C0:59:91,HR,Furniture,Out of Service
asset9364,YTXXYJ1,1E:25:B2:50:B4:F2,Sales,Software,In Use
asset9365,3FC0D7W,53:68:5B:7B:F4:4F,HR,Devices,In Use
asset9366,D9QPMXS,6D:FA:CA:20:7B:48,HR,Furniture,Out of Service
asset9367,7472PA6,21:B8:B5:5E:B2:44,R&D,Software,Out of Service
asset9368,TOFFPS5,3B:07:CB:D0:64:C0,HR,Furniture,In Use
asset9369,U5YBX39,5D:F3:30:59:8A:90,Sales,Furniture,Available
asset9370,GEAN8NX,F4:11:58:3E:5C:18,R&D,Software,Out of Service
asset9371,OYBVF77,0D:52:DB:B4:3A:F9,R&D,Furniture,Out of Service
asset9372,AWSBRWT,77:C9:7D:72:B9:15,Sales,Devices,Available
asset9373,CDQ6UVZ,55:B5:D5:84:04:D8,HR,Devices,Out of Service
asset9374,PJKZ7F5,C0:4B:31:A2:81:56,Marketing,Furniture,In Use
asset9375,C4EJ53K,8E:F3:DC:CC:F3:CE,HR,Devices,In Use
asset9376,2QBUXTP,8B:B4:1C:F4:9B:5D,Finance,Software,In Use
asset9377,Q17QPV6,91:E7:F2:BF:BA:47,HR,Devices,Out of Service
asset9378,I22VYL7,90:00:BB:C0:20:9C,Marketing,Furniture,Available
asset9379,JTNY9IT,23:BB:02:E3:D8:60,Marketing,Software,Out of Service
asset9380,BDUAPTO,36:83:60:06:F6:2F,R&D,Software,Available
asset9381,HE7YPFX,D1:32:92:89:A7:1C,HR,Devices,In Use
asset9382,D2180HL,9A:54:03:B1:9E:54,Finance,Furniture,In Use
asset9383,7LFL90Y,B3:5F:1B:18:80:EA,R&D,Furniture,In Use
asset9384,3LOMZ58,46:B6:5D:BB:97:CD,HR,Furniture,Available
asset9385,ET3LJFP,E8:33:E3:F8:82:F1,R&D,Furniture,Available
asset9386,PIXLXZ1,AC:12:72:26:06:1D,Sales,Devices,Out of Service
asset9387,IZNDUQJ,70:28:CF:04:5F:E5,R&D,Devices,Out of Service
asset9388,SOHS2IU,22:BC:03:BA:2D:B5,R&D,Devices,In Use
asset9389,XZAYGL4,E6:90:02:F9:E6:65,Finance,Software,Available
asset9390,GMATLRK,54:E1:0B:7C:2C:67,HR,Software,In Use
asset9391,BI5IM0B,72:0D:27:A6:ED:59,R&D,Devices,Out of Service
asset9392,TT4E80C,DA:1D:06:94:0C:72,Marketing,Software,Available
asset9393,ZJFMBZZ,6A:57:21:03:8C:FC,Sales,Furniture,Available
asset9394,8SRAT6Z,B6:0B:65:55:6B:DB,Finance,Software,In Use
asset9395,5X6KKE9,38:74:0B:B3:A0:AC,R&D,Devices,Out of Service
asset9396,FEZH0C9,8D:FD:E5:98:AC:58,Marketing,Furniture,Out of Service
asset9397,DNRP1PB,9D:DD:91:73:97:DE,HR,Devices,In Use
asset9398,HFWI55P,51:4D:06:4D:23:E8,Finance,Furniture,Out of Service
asset9399,37T0JF9,87:C0:9B:89:3F:95,Finance,Devices,Out of Service
asset9400,CT5WXQ1,48:11:4E:C2:43:EF,Marketing,Software,Out of Service
asset9401,6J8UQGL,50:B8:2A:3A:FE:3A,Finance,Devices,In Use
asset9402,HDBIM26,80:E2:82:D7:50:72,HR,Devices,In Use
asset9403,YNU1HPL,11:C7:EC:43:0E:87,Marketing,Furniture,Available
asset9404,OCLU9X7,DB:82:68:0C:3A:E5,Marketing,Software,In Use
asset9405,3CQQ6X3,A2:0C:CD:FF:1D:59,Finance,Furniture,Available
asset9406,DKIYAEB,E9:C6:8A:6E:70:C2,R&D,Devices,Available
asset9407,8O2T37J,C2:C3:84:F2:FE:B8,Marketing,Software,In Use
asset9408,DAKG6ML,4B:DB:39:06:3D:5D,Sales,Software,Out of Service
asset9409,3RM9YAQ,DA:4E:2C:2F:BA:A3,R&D,Furniture,Available
asset9410,GCLS90W,73:41:F2:7D:A1:9C,Finance,Furniture,In Use
asset9411,POD8RUS,41:8D:4C:BE:AF:A4,Sales,Furniture,Out of Service
asset9412,AJ7WIU1,E6:31:5B:CC:F7:B0,Sales,Furniture,Out of Service
asset9413,HAE9N8E,7F:26:66:31:33:0B,R&D,Software,In Use
asset9414,KIL30O5,39:8F:B9:4E:3F:69,HR,Devices,In Use
asset9415,6N35MVI,46:C9:7D:3B:84:FA,HR,Furniture,Available
asset9416,DZ4WHTU,C5:E9:17:41:DB:9A,Finance,Furniture,Out of Service
asset9417,WMQDTPP,C2:3B:9E:EE:68:81,R&D,Devices,In Use
asset9418,VS4OQKL,1A:BA:36:1A:B3:D5,HR,Furniture,Out of Service
asset9419,7WMPWQP,74:6E:17:6F:B4:66,Finance,Software,Available
asset9420,HVO6LJT,C0:11:E0:80:B8:E8,Sales,Software,Out of Service
asset9421,NTK0RM1,94:59:AE:47:02:87,R&D,Software,In Use
asset9422,G5J2HS7,0B:80:42:4F:BA:E7,R&D,Devices,Available
asset9423,TRD37YS,2D:B1:20:F6:16:7B,R&D,Furniture,Available
asset9424,4QYCGQ0,C8:61:7B:B8:B3:9B,HR,Software,Out of Service
asset9425,8KPWY48,83:BF:03:1A:E5:00,R&D,Furniture,In Use
asset9426,5BC3TGX,0F:82:14:80:59:8E,Marketing,Software,Out of Service
asset9427,XJHR20U,2D:57:DA:C5:0C:CA,HR,Furniture,Out of Service
asset9428,4HZ3JT0,A4:3F:A3:C6:BA:21,HR,Furniture,In Use
asset9429,NKPYIVI,50:89:F0:C8:07:02,Sales,Devices,Available
asset9430,YQPHR9Y,5A:58:DA:96:F7:DF,Sales,Software,Available
asset9431,25T46HX,06:55:6C:27:4D:C3,Finance,Devices,In Use
asset9432,6ZPHADE,41:FE:9F:DB:54:8E,Finance,Software,Out of Service
asset9433,PD79L2W,A4:EC:28:BC:CE:96,HR,Furniture,In Use
asset9434,DRC75BH,AE:BA:22:35:F9:97,Finance,Software,Out of Service
asset9435,ARG25YZ,F1:66:19:C9:43:FE,HR,Furniture,In Use
asset9436,QS23PB0,7D:56:C1:13:F5:BE,Marketing,Furniture,Available
asset9437,SPPGNAL,65:FF:D4:67:BA:EC,Sales,Furniture,Out of Service
asset9438,RG4EXGU,B8:93:23:73:C3:93,R&D,Software,Available
asset9439,NDW3S7H,16:20:88:E8:A5:B1,R&D,Devices,Available
asset9440,KIWO88K,41:69:78:35:16:A2,Marketing,Furniture,In Use
asset9441,11DKAJ3,00:4D:78:1E:C5:D9,Finance,Software,Out of Service
asset9442,IJIC6PU,BA:E8:5E:E0:29:1C,HR,Software,In Use
asset9443,D1ZA5R0,5B:93:19:65:98:CC,Finance,Software,Available
asset9444,F2DIBAZ,4A:5F:64:21:73:D7,Marketing,Furniture,Available
asset9445,PUKZLQC,85:D7:F9:4E:78:4E,Sales,Furniture,In Use
asset9446,JFLFBNF,72:65:BD:B3:41:D4,Marketing,Software,Out of Service
